Numero_unique_specimen,BioSample Acession,Type_analyse,Annee_envoi,No_soumission_GQ,No_plaque_envoi,Nom_projet,Numero_unique_groupe,Numero_reception_specimen,Nom_commun,Genre,Espece,Couleur_individu,Age,Sexe_visuel,Region_echantillonnage,Lieu_echantillonnage,Latitude_echantillonnage_DD,Longitude_echantillonnage_DD,Annee_echantillonnage,Mois_echantillonnage,Jour_echantillonnage,Communaute,Nom_chasseur,Sexe_laboratoire,Technique_sexage,Responsable_sexage,Numero_unique_extrait,Haplotype,Librairie_ref
S_20_02913,SAMN37456253,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02913,DL18_088,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Island_Qulluvik,60.159,-69.451,2018,6,24,Kangirsuk,NA,M,qPCR,S_Guillou,ADN_20_03873,HL001,librairie_143_haplotypes615
S_20_00646,SAMN36656157,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00646,NQDL_3100,BELUGA,Delphinapterus,leucas,NA,35,NA,UNG,Anse_Inussujuaq_Misaqvik,59.99425,-70.41867,2001,7,20,Kangirsuk,NA,M,qPCR,S_Guillou,ADN_20_01720,HL014,librairie_143_haplotypes615
S_20_01012,SAMN36656389,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01012,NQ03_5136,BELUGA,Delphinapterus,leucas,NA,26,NA,UNG,Tasiujaq,58.69638889,-69.93,2003,6,30,Tasiujaq,NA,F,qPCR,S_Guillou,ADN_20_02717,HL053,librairie_143_haplotypes615
S_20_00921,SAMN36656338,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00921,NQ03_5120,BELUGA,Delphinapterus,leucas,NA,26,NA,UNG,Kangirsuk,60.10333333,-69.81333333,2003,6,19,Kangirsuk,NA,M,qPCR,S_Guillou,ADN_20_02714,HL008,librairie_143_haplotypes615
S_20_00851,SAMN36656295,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00851,NQDL_3103,BELUGA,Delphinapterus,leucas,NA,12,NA,UNG,Kangirsuk,60.01,-70.01,2001,6,12,Kangirsuk,NA,F,qPCR,C_Bonnet,ADN_20_01734,HL003,librairie_143_haplotypes615
S_20_00852,SAMN36656296,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00852,NQDL_3104,BELUGA,Delphinapterus,leucas,NA,16,NA,UNG,Kangirsuk,60.00668,-70.01708,2001,6,12,Kangirsuk,NA,F,qPCR,S_Guillou,ADN_20_03331,HL001,librairie_143_haplotypes615
S_20_03027,SAMN36656785,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03027,DL_3132,BELUGA,Delphinapterus,leucas,NA,17,M,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,56.01079,-76.76466,2001,8,4,Kuujjuaraapik,NA,M,qPCR,S_Guillou,ADN_20_01746,HL002,librairie_143_haplotypes615
S_20_03055,SAMN36656794,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03055,DL09_178,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Umiujaq,56.44,-76.56,2010,10,1,Umiujaq,NA,M,qPCR,S_Guillou,ADN_20_02962,HL001,librairie_143_haplotypes615
S_20_03028,SAMN36656786,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03028,DL_3134,BELUGA,Delphinapterus,leucas,NA,21,M,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,56.01079,-76.75897,2001,8,4,Kuujjuaraapik,NA,M,qPCR,S_Guillou,ADN_20_01774,HL001,librairie_143_haplotypes615
S_20_00853,SAMN36656297,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00853,NQDL_3261,BELUGA,Delphinapterus,leucas,NA,27,NA,UNG,Tasiujaq,58.74193,-69.90203,2001,7,20,Tasiujaq,NA,F,qPCR,S_Guillou,ADN_20_01781,HL003,librairie_143_haplotypes615
S_20_00647,SAMN36656158,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00647,NQDL_3095,BELUGA,Delphinapterus,leucas,NA,21,NA,UNG,Anse_Inussujuaq_Misaqvik,60.00265,-70.41779,2001,7,19,Kangirsuk,NA,M,qPCR,S_Guillou,ADN_20_01782,HL003,librairie_143_haplotypes615
S_20_02636,SAMN36656745,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02636,DL16_047,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Tasiujaq,58.656,-69.647,2016,7,12,Tasiujaq,NA,M,qPCR,C_Bonnet,ADN_20_01796,HL011,librairie_143_haplotypes615
S_20_02664,SAMN36656747,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02664,DL_9030,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Umiujaq,56.44,-76.56,2007,7,16,Umiujaq,NA,NA,NA,NA,ADN_20_01797,HL001,librairie_143_haplotypes615
S_20_02609,SAMN36656738,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02609,DL17_042,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Tasiujaq,58.629,-69.798,2017,7,4,Tasiujaq,NA,M,qPCR,C_Bonnet,ADN_20_01798,HL003,librairie_143_haplotypes615
S_20_01635,SAMN36656590,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01635,DL16_242,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Umiujaq,56.136,-75.956,2017,7,18,Umiujaq,NA,F,qPCR,C_Bonnet,ADN_20_01799,HL022,librairie_143_haplotypes615
S_20_02389,SAMN36656726,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02389,DL18_058,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Cap_Qalirusiq,58.952,-69.694,2018,7,10,Tasiujaq,NA,F,qPCR,S_Guillou,ADN_20_01808,HL001,librairie_143_haplotypes615
S_20_02252,SAMN36656695,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02252,DL15_037,BELUGA,Delphinapterus,leucas,NA,NA,F,SHS,Pointe_Arvavik,60.533,-69.748,2015,6,23,Kuujjuaq,NA,F,qPCR,S_Guillou,ADN_20_03143,HL043,librairie_143_haplotypes615
S_20_02809,SAMN36656758,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02809,DL09_128,BELUGA,Delphinapterus,leucas,NA,34,NA,NEH,Akulivik,60.792,-78.415,2009,5,10,Akulivik,NA,F,qPCR,S_Guillou,ADN_20_02778,HL001,librairie_143_haplotypes615
S_20_02365,SAMN36656716,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02365,DL17_071,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Aupaluk,NA,NA,2018,7,7,Aupaluk,NA,M,qPCR,S_Guillou,ADN_20_01826,HL003,librairie_143_haplotypes615
S_20_02387,SAMN36656724,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02387,DL18_055,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Cap_Qalirusiq,58.952,-69.694,2018,7,9,Tasiujaq,NA,F,qPCR,S_Guillou,ADN_20_01838,HL017,librairie_143_haplotypes615
S_20_02110,SAMN36656680,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02110,DL18_289,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Island_Qulluvik,60.159,-69.451,2018,7,1,Kuujjuaq,NA,M,qPCR,S_Guillou,ADN_20_01846,HL068,librairie_143_haplotypes615
S_20_01139,SAMN36656462,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01139,DL14_183,BELUGA,Delphinapterus,leucas,NA,NA,F,SHS,Ivujivik,62.418,-77.911,2015,11,2,Ivujivik,NA,F,qPCR,S_Guillou,ADN_20_02784,NA,librairie_143_haplotypes615
S_20_02109,SAMN36656679,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02109,DL18_284,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Tasiujaq,NA,NA,2018,7,14,Kuujjuaq,NA,M,qPCR,C_Bonnet,ADN_20_01868,HL001,librairie_143_haplotypes615
S_20_02068,SAMN36656671,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02068,DL17_188,BELUGA,Delphinapterus,leucas,NA,NA,M,NEH,Akulivik,NA,NA,2017,10,25,Akulivik,NA,F,qPCR,S_Guillou,ADN_20_03016,HL049,librairie_143_haplotypes615
S_20_01939,SAMN36656656,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01939,DL99_110,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Tasiujaq,58.81388889,-70.05,1999,7,28,Tasiujaq,NA,F,qPCR,C_Bonnet,ADN_20_01894,HL014,librairie_143_haplotypes615
S_20_01137,SAMN36656461,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01137,DL10_58,BELUGA,Delphinapterus,leucas,NA,NA,M,SEH,Inukjuak,NA,NA,2010,7,3,Inukjuak,NA,M,qPCR,C_Bonnet,ADN_20_01896,HL019,librairie_143_haplotypes615
S_20_02394,SAMN36656731,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02394,DL18_074,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Island_Qulluvik,60.159,-69.451,2018,7,2,Aupaluk,NA,M,qPCR,S_Guillou,ADN_20_01897,HL008,librairie_143_haplotypes615
S_20_02069,SAMN36656672,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02069,DL17_191,BELUGA,Delphinapterus,leucas,NA,NA,NA,NEH,Akulivik,60.81,-78.196,2017,NA,NA,Akulivik,NA,F,qPCR,S_Guillou,ADN_20_03017,NA,librairie_143_haplotypes615
S_20_01145,SAMN36656465,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01145,DL09_171,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Inukjuak,58.454,-78.103,2009,6,22,Inukjuak,NA,F,qPCR,C_Bonnet,ADN_20_02783,HL001,librairie_143_haplotypes615
S_20_01119,SAMN36656455,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01119,DL17_263,BELUGA,Delphinapterus,leucas,NA,NA,M,SEH,Kuujjuarapik,NA,NA,2017,7,24,Kuujjuaraapik,NA,M,qPCR,S_Guillou,ADN_20_01904,HL069,librairie_143_haplotypes615
S_20_02173,SAMN36656683,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_02173,DL_4031,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Umiujaq,56.614,-76.611,2002,6,18,DFO_MPO,NA,F,qPCR,S_Guillou,ADN_20_04152,HL010,librairie_143_haplotypes615
S_20_00620,SAMN36656137,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00620,DL2003_S_1853,BELUGA,Delphinapterus,leucas,Grey,NA,M,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,56,-76.666,2003,7,14,DFO_MPO,NA,U,qPCR,S_Guillou,ADN_20_01043,HL007,librairie_143_haplotypes615
S_20_01775,SAMN36656621,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01775,DL2009_102,BELUGA,Delphinapterus,leucas,White,26,M,SLE,Riviere_Ouelle,47.4422,-70.0402,2009,7,1,Saint_Laurent,NA,M,qPCR,S_Guillou,ADN_20_04291,HL049,librairie_143_haplotypes615
S_20_01781,SAMN36656624,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01781,DL2009_104,BELUGA,Delphinapterus,leucas,White,37,F,SLE,LAnse_au_Loup,51.5221,-56.8288,2009,7,12,Terre_Neuve,NA,F,qPCR,S_Guillou,ADN_20_04491,HL024,librairie_143_haplotypes615
S_20_03481,SAMN36656865,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03481,DL2000_002_B,BELUGA,Delphinapterus,leucas,NA,NA,NA,SLE,Tadoussac,48.1414,-69.7091,2000,7,26,Saint_Laurent,NA,F,qPCR,S_Guillou,ADN_20_01936,HL099,librairie_143_haplotypes615
S_20_03478,SAMN36656863,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03478,DL2010_007_F,BELUGA,Delphinapterus,leucas,White,40,F,SLE,Sainte_Flavie,48.72388889,-68.01972222,2010,7,31,Saint_Laurent,NA,F,qPCR,C_Bonnet,ADN_20_01939,HL099,librairie_143_haplotypes615
S_20_03476,SAMN36656862,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03476,DL2011_002_F,BELUGA,Delphinapterus,leucas,White,44,F,SLE,Rimouski_est,48.78527778,-68.54277778,2011,5,19,Saint_Laurent,NA,F,qPCR,C_Bonnet,ADN_20_05091,HL008,librairie_143_haplotypes615
S_20_03665,SAMN36656945,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03665,DL2011_005_F,BELUGA,Delphinapterus,leucas,White,14,F,SLE,Les_Boules,48.69027778,-67.97111111,2011,8,9,Saint_Laurent,NA,F,qPCR,C_Bonnet,ADN_20_04297,HL099,librairie_143_haplotypes615
S_20_03542,NA,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03542,DL2019_004_B,BELUGA,Delphinapterus,leucas,Grey,0,NA,SLE,Sainte_Flavie,48.6212,-68.2115,2019,7,4,Saint_Laurent,NA,F,qPCR,S_Guillou,ADN_20_01944,HL099,librairie_143_haplotypes615
S_20_01762,SAMN36656611,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01762,DL2019_004_F,BELUGA,Delphinapterus,leucas,White,33,F,SLE,Sainte_Flavie,48.6212,-68.2115,2019,7,4,Saint_Laurent,NA,F,qPCR,S_Guillou,ADN_20_01945,HL099,librairie_143_haplotypes615
S_20_01769,SAMN36656617,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01769,DL2009_002,BELUGA,Delphinapterus,leucas,Grey,1,M,SLE,Tadoussac,48.1414,-69.7091,2009,7,29,Saint_Laurent,NA,M,qPCR,C_Bonnet,ADN_20_04488,HL050,librairie_143_haplotypes615
S_20_01785,SAMN36656627,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01785,DL2017_001,BELUGA,Delphinapterus,leucas,White,53,F,SLE,Ile_aux_Basques,48.144625,-69.247415,2017,5,20,Saint_Laurent,NA,F,qPCR,S_Guillou,ADN_20_04280,HL099,librairie_143_haplotypes615
S_20_01767,SAMN36656616,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01767,DL2017_005,BELUGA,Delphinapterus,leucas,Grey,7,M,SLE,Saint_Ulric,48.794966,-67.6897,2017,11,28,Saint_Laurent,NA,M,qPCR,S_Guillou,ADN_20_04282,HL099,librairie_143_haplotypes615
S_20_01763,SAMN36656612,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01763,DL2018_102,BELUGA,Delphinapterus,leucas,White,10,M,SLE,Cap_aux_Oies,47.498137,-70.236441,2018,6,2,Saint_Laurent,NA,M,qPCR,S_Guillou,ADN_20_04289,HL099,librairie_143_haplotypes615
S_20_03476,SAMN36656862,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03476,DL2011_002_F,BELUGA,Delphinapterus,leucas,White,44,F,SLE,Rimouski_est,48.78527778,-68.54277778,2011,5,19,Saint_Laurent,NA,F,qPCR,C_Bonnet,ADN_20_05091,HL008,librairie_143_haplotypes615
S_20_03632,SAMN36656932,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03632,B_92_90_IQ,BELUGA,Delphinapterus,leucas,NA,34,F,FRB,Iqaluit,62.867372,-67.268973,1992,6,19,Iqaluit,NA,F,qPCR,S_Guillou,ADN_20_01967,HL001,librairie_143_haplotypes615
S_20_01081,SAMN36656433,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01081,ARCI_99_1021,BELUGA,Delphinapterus,leucas,NA,33,F,NWH,Chesterfield_Inlet,NA,NA,1999,9,22,Chesterfield Inlet,NA,U,qPCR,C_Bonnet,ADN_20_01307,HL003,librairie_143_haplotypes615
S_20_00961,SAMN36656357,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00961,NQ04_6165,BELUGA,Delphinapterus,leucas,NA,30,NA,SHS,Quaqtaq,60.97,-69.71,2004,10,28,Quaqtaq,NA,M,qPCR,S_Guillou,ADN_20_04428,HL001,librairie_143_haplotypes615
S_20_01066,SAMN36656422,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01066,ARCH_00_1058,BELUGA,Delphinapterus,leucas,NA,8,F,NHB,Coral_Harbour,NA,NA,2000,8,24,Coral Harbour,NA,F,qPCR,S_Guillou,ADN_20_01290,HL003,librairie_143_haplotypes615
S_20_00930,SAMN36656345,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00930,FMMM_CH_017,BELUGA,Delphinapterus,leucas,NA,42,F,NHB,Coral_Harbour,64.068091,-83.267654,1993,7,26,Coral Harbour,NA,F,qPCR,S_Guillou,ADN_20_01232,HL018,librairie_143_haplotypes615
S_20_01047,SAMN36656413,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01047,ARCH_99_1008,BELUGA,Delphinapterus,leucas,NA,15,M,NHB,Coral_Harbour,NA,NA,1999,8,16,Coral Harbour,NA,M,PCR,C_Bonnet,ADN_20_01271,HL055,librairie_143_haplotypes615
S_20_00902,SAMN37456176,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00902,DL2003_S_1851,BELUGA,Delphinapterus,leucas,Grey,NA,F,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,56,-76.666,2003,7,22,DFO_MPO,NA,F,qPCR,S_Guillou,ADN_20_01594,NA,librairie_143_haplotypes615
S_20_00684,SAMN36656182,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00684,ARHU97_019,BELUGA,Delphinapterus,leucas,NA,39,F,NWH,Chesterfield_Inlet_Baker Foreland,NA,NA,1997,8,17,Chesterfield Inlet,NA,F,qPCR,S_Guillou,ADN_20_01508,HL003,librairie_143_haplotypes615
S_20_01112,SAMN37455123,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01112,NQWW_01_02,BELUGA,Delphinapterus,leucas,NA,40,NA,SHS,Quaqtaq,60.98915,-69.6952,2001,10,24,Quaqtaq,NA,M,qPCR,S_Guillou,ADN_20_02027,HL011,librairie_143_haplotypes615
S_20_01949,SAMN36656661,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01949,DL99_025,BELUGA,Delphinapterus,leucas,NA,20,F,SHS,Quaqtaq,61.00913,-69.70774,2001,10,22,Quaqtaq,NA,M,qPCR,S_Guillou,ADN_20_02936,HL003,librairie_143_haplotypes615
S_20_00890,SAMN36656316,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00890,NQ04_6169,BELUGA,Delphinapterus,leucas,NA,25,NA,SHS,Baie_Qarliik,62.461,-76.606,2004,7,2,Salluit,NA,M,qPCR,C_Bonnet,ADN_20_01573,HL003,librairie_143_haplotypes615
S_20_01060,SAMN37454820,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01060,ARCH_00_1048,BELUGA,Delphinapterus,leucas,NA,20,M,NHB,Coral_Harbour_Bear_Island,NA,NA,2000,8,25,Coral Harbour,Noel_Kaludjak,M,qPCR,S_Guillou,ADN_20_01284,HL001,librairie_143_haplotypes615
S_20_01051,SAMN36656416,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01051,ARCH_99_1023,BELUGA,Delphinapterus,leucas,NA,21,M,NHB,Coral_Harbour,NA,NA,1999,8,16,Coral Harbour,NA,M,qPCR,S_Guillou,ADN_20_01275,HL003,librairie_143_haplotypes615
S_20_01079,SAMN36656431,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01079,ARCI_99_1019,BELUGA,Delphinapterus,leucas,NA,17,NA,NWH,Chesterfield_Inlet,NA,NA,1999,9,NA,Chesterfield Inlet,NA,F,qPCR,S_Guillou,ADN_20_02053,HL001,librairie_143_haplotypes615
S_20_00865,SAMN36656305,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00865,NQDL_0060,BELUGA,Delphinapterus,leucas,NA,31,NA,SHS,Baie_Kuuttaap_Kangirsunga,61.22,-71.6,2001,7,14,Kangiqsujuaq,NA,F,qPCR,S_Guillou,ADN_20_02054,HL001,librairie_143_haplotypes615
S_20_01093,SAMN36656442,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01093,NQDL_3064,BELUGA,Delphinapterus,leucas,NA,25,NA,SHS,Digges_Islands,62.59796,-77.83176,2001,10,23,Puvirnituq,NA,F,qPCR,S_Guillou,ADN_20_03339,HL048,librairie_143_haplotypes615
S_20_00907,SAMN36656328,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00907,NQ03_5049,BELUGA,Delphinapterus,leucas,NA,25,NA,SHS,Pointe_Akulivik,61.53888889,-71.80861111,2003,6,26,Kangiqsujuaq,NA,F,qPCR,S_Guillou,ADN_20_02695,HL053,librairie_143_haplotypes615
S_20_01944,SAMN36656658,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01944,DL99_031,BELUGA,Delphinapterus,leucas,NA,26,F,SHS,Quaqtaq,60.96133,-69.71401,2001,10,19,Quaqtaq,NA,F,qPCR,S_Guillou,ADN_20_02899,HL020,librairie_143_haplotypes615
S_20_01016,SAMN36656392,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01016,NQ03_5200,BELUGA,Delphinapterus,leucas,NA,14,NA,SHS,Camp_Imilimmiut,60.771,-69.418,2003,6,25,Kuujjuaq,NA,F,qPCR,S_Guillou,ADN_20_02720,HL003,librairie_143_haplotypes615
S_20_00658,SAMN36656166,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00658,ARAR_99_1036,BELUGA,Delphinapterus,leucas,NA,39,F,NWH,Arviat_McConnel River,NA,NA,1999,8,11,Arviat,NA,F,qPCR,S_Guillou,ADN_20_01388,HL019,librairie_143_haplotypes615
S_20_00853,SAMN36656297,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00853,NQDL_3261,BELUGA,Delphinapterus,leucas,NA,27,NA,UNG,Tasiujaq,58.74193,-69.90203,2001,7,20,Tasiujaq,NA,F,qPCR,S_Guillou,ADN_20_01781,HL003,librairie_143_haplotypes615
S_20_01074,SAMN36656427,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01074,ARCI_99_1006,BELUGA,Delphinapterus,leucas,NA,21,F,NWH,Chesterfield_Inlet,NA,NA,1999,9,22,Chesterfield Inlet,NA,F,qPCR,S_Guillou,ADN_20_01299,HL065,librairie_143_haplotypes615
S_20_00824,NA,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00824,NQWW_01_24,BELUGA,Delphinapterus,leucas,NA,35,NA,SHS,Quaqtaq,61.00521,-69.71793,2001,11,15,Quaqtaq,NA,F,qPCR,S_Guillou,ADN_20_02080,HL001,librairie_143_haplotypes615
S_20_00657,SAMN36656165,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_00657,ARAR_99_1009,BELUGA,Delphinapterus,leucas,NA,9,M,NWH,Arviat_Sentry Island,NA,NA,1999,8,12,Arviat,NA,M,qPCR,S_Guillou,ADN_20_01238,HL018,librairie_143_haplotypes615
S_20_01105,SAMN36656451,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_01105,NQDL_3051,BELUGA,Delphinapterus,leucas,NA,14,NA,SHS,Digges_Islands,62.55376,-77.86089,2001,10,20,Puvirnituq,NA,F,qPCR,S_Guillou,ADN_20_02929,HL001,librairie_143_haplotypes615
S_20_03601,SAMN36656916,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03601,LH_7,BELUGA,Delphinapterus,leucas,NA,NA,NA,NHS,Kimmirut,NA,NA,1989,6,24,Kimmirut,NA,F,qPCR,C_Bonnet,ADN_20_02126,HL053,librairie_143_haplotypes615
S_20_03575,NA,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03575,B92_LH_43,BELUGA,Delphinapterus,leucas,NA,35,M,NHS,Lake_Harbour_Kimmirut,NA,NA,1992,10,11,Kimmirut,NA,M,qPCR,S_Guillou,ADN_20_02133,HL012,librairie_143_haplotypes615
S_20_03614,SAMN36656922,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03614,B_92_88_IQ,BELUGA,Delphinapterus,leucas,NA,27,M,FRB,Iqaluit,NA,NA,1992,6,9,Iqaluit,NA,M,qPCR,S_Guillou,ADN_20_02141,HL003,librairie_143_haplotypes615
S_20_03590,SAMN36656908,ddRADseq,2019,SCI029054,PE_20_00008,MOBELS,G_20_03590,B_92_105_IQ,BELUGA,Delphinapterus,leucas,NA,42,F,FRB,Iqaluit,NA,NA,1992,7,30,Iqaluit,NA,F,qPCR,S_Guillou,ADN_20_02142,HL003,librairie_143_haplotypes615
S_20_01091,SAMN36656440,ddRADseq,2019,SCI029054,PE_20_00009,MOBELS,G_20_01091,NQDL_3062,BELUGA,Delphinapterus,leucas,NA,11,NA,SHS,Nuvuk_Islands,62.39585,-78.09108,2001,10,21,Puvirnituq,NA,F,qPCR,C_Bonnet,ADN_20_01317,HL002,librairie_143_haplotypes615
S_20_03185,SAMN36656819,ddRADseq,2019,SCI029054,PE_20_00009,MOBELS,G_20_03185,NA2000_03,BELUGA,Delphinapterus,leucas,NA,10,M,SEH,Nastapoka_River,56.91,-76.54416667,2000,8,10,Umiujaq,NA,M,qPCR,C_Bonnet,ADN_20_01431,HL016,librairie_143_haplotypes615
S_20_01003,SAMN36656385,ddRADseq,2019,SCI029054,PE_20_00009,MOBELS,G_20_01003,NQ03_4093,BELUGA,Delphinapterus,leucas,NA,53,NA,SHS,Tupirvikallak,61.55027778,-71.70333333,2003,6,22,Kangiqsujuaq,NA,F,qPCR,S_Guillou,ADN_20_03403,HL003,librairie_143_haplotypes615
S_20_01001,SAMN36656383,ddRADseq,2019,SCI029054,PE_20_00009,MOBELS,G_20_01001,NQ03_5045,BELUGA,Delphinapterus,leucas,NA,22,NA,SHS,Kangiqsujuaq,61.867,-72.183,2003,6,21,Kangiqsujuaq,NA,F,qPCR,C_Bonnet,ADN_20_01459,HL008,librairie_143_haplotypes615
S_20_00991,SAMN36656376,ddRADseq,2019,SCI029054,PE_20_00009,MOBELS,G_20_00991,NQ04_6006,BELUGA,Delphinapterus,leucas,NA,NA,NA,SHS,Quaqtaq,60.97,-69.71,2004,10,18,Quaqtaq,NA,U,qPCR,S_Guillou,ADN_20_04396,HL049,librairie_143_haplotypes615
S_20_00960,SAMN36656356,ddRADseq,2019,SCI029054,PE_20_00009,MOBELS,G_20_00960,NQ04_6158,BELUGA,Delphinapterus,leucas,NA,30,NA,SHS,Quaqtaq,60.97,-69.71,2004,11,1,Quaqtaq,NA,F,qPCR,S_Guillou,ADN_20_04427,HL002,librairie_143_haplotypes615
S_20_00892,SAMN36656318,ddRADseq,2019,SCI029054,PE_20_00009,MOBELS,G_20_00892,NQ04_6173,BELUGA,Delphinapterus,leucas,NA,NA,NA,SHS,Baie_Nanuttuvik,62.086,-75.142,2004,7,30,Salluit,NA,M,qPCR,S_Guillou,ADN_20_01577,HL003,librairie_143_haplotypes615
S_20_00894,SAMN36656319,ddRADseq,2019,SCI029054,PE_20_00009,MOBELS,G_20_00894,NQ04_6511,BELUGA,Delphinapterus,leucas,NA,19,NA,SHS,Ivujivik,62.0917,-78.0139,2004,10,12,Ivujivik,NA,F,qPCR,S_Guillou,ADN_20_04354,HL001,librairie_143_haplotypes615
